SottoTitolo2,StottoTitolo3
Periodo riferimento: 2024,Macro categoria: coltivazioni - Categoria: olii e grassi vegetali - Gruppo: olii di oliva di pressione - Prodotto: tutti

Piazza_Comune,Mese,SettimanaPerMese,Prodotto,UdMKey6,PrezzoMedioPerUdM14,Textbox6,Varieta,UdMKey7,PrezzoMedioPerUdM15,Textbox9,Varieta1,UdMKey8,PrezzoMedioPerUdM16,Textbox7
ROSSANO,giu,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,21",-,€/kg,"9,15","9,21",,,,
ROSSANO,lug,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,21",-,€/kg,"9,15","9,21",,,,
ROSSANO,lug,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,21",-,€/kg,"9,15","9,21",,,,
ROSSANO,lug,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,21",-,€/kg,"9,15","9,21",,,,
ROSSANO,lug,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,21",-,€/kg,"9,15","9,21",,,,
ROSSANO,ago,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,21",-,€/kg,"9,15","9,21",,,,
ROSSANO,ago,II, Olio Extravergine Di Oliva franco azienda,€/kg,"8,95","9,21",-,€/kg,"8,95","9,21",,,,
ROSSANO,ago,III, Olio Extravergine Di Oliva franco azienda,€/kg,"8,95","9,21",-,€/kg,"8,95","9,21",,,,
ROSSANO,ago,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"8,95","9,21",-,€/kg,"8,95","9,21",,,,
ROSSANO,ago,V, Olio Extravergine Di Oliva franco azienda,€/kg,"8,95","9,21",-,€/kg,"8,95","9,21",,,,
ROSSANO,set,I, Olio Extravergine Di Oliva franco azienda,€/kg,"8,95","9,21",-,€/kg,"8,95","9,21",,,,
ROSSANO,set,II, Olio Extravergine Di Oliva franco azienda,€/kg,"8,95","9,21",-,€/kg,"8,95","9,21",,,,
ROSSANO,set,III, Olio Extravergine Di Oliva franco azienda,€/kg,"8,95","9,21",-,€/kg,"8,95","9,21",,,,
ROSSANO,set,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"8,95","9,21",-,€/kg,"8,95","9,21",,,,
ROSSANO,ott,I, Olio Extravergine Di Oliva franco azienda,€/kg,"8,95","9,21",-,€/kg,"8,95","9,21",,,,
ROSSANO,ott,II, Olio Extravergine Di Oliva franco azienda,€/kg,"8,95","9,21",-,€/kg,"8,95","9,21",,,,
ROSSANO,ott,III, Olio Extravergine Di Oliva franco azienda,€/kg,"8,95","9,21",-,€/kg,"8,95","9,21",,,,
ROSSANO,ott,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"8,95","9,21",-,€/kg,"8,95","9,21",,,,
ROSSANO,ott,V, Olio Extravergine Di Oliva franco azienda,€/kg,"8,95","9,21",-,€/kg,"8,95","9,21",,,,
ROSSANO,nov,I, Olio Extravergine Di Oliva franco azienda,€/kg,"8,95","9,21",-,€/kg,"8,95","9,21",,,,
ROSSANO,nov,II, Olio Extravergine Di Oliva franco azienda,€/kg,"8,65","9,21",-,€/kg,"8,65","9,21",,,,
ROSSANO,nov,III, Olio Extravergine Di Oliva franco azienda,€/kg,"8,08","9,21",-,€/kg,"8,08","9,21",,,,
ROSSANO,nov,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"8,35","9,21",-,€/kg,"8,35","9,21",,,,
ROSSANO,dic,I, Olio Extravergine Di Oliva franco azienda,€/kg,"8,90","9,21",-,€/kg,"8,90","9,21",,,,
ROSSANO,dic,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,00","9,21",-,€/kg,"9,00","9,21",,,,
ROSSANO,dic,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,00","9,21",-,€/kg,"9,00","9,21",,,,
ROSSANO,dic,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,08","9,21",-,€/kg,"9,08","9,21",,,,
ROSSANO,gen,I, Olio Lampante Di Oliva franco azienda,€/kg,"6,20","5,62",-,€/kg,"6,20","5,62",,,,
ROSSANO,gen,II, Olio Lampante Di Oliva franco azienda,€/kg,"6,60","5,62",-,€/kg,"6,60","5,62",,,,
ROSSANO,gen,III, Olio Lampante Di Oliva franco azienda,€/kg,"6,80","5,62",-,€/kg,"6,80","5,62",,,,
ROSSANO,gen,IV, Olio Lampante Di Oliva franco azienda,€/kg,"6,90","5,62",-,€/kg,"6,90","5,62",,,,
ROSSANO,feb,I, Olio Lampante Di Oliva franco azienda,€/kg,"6,90","5,62",-,€/kg,"6,90","5,62",,,,
ROSSANO,feb,II, Olio Lampante Di Oliva franco azienda,€/kg,"7,00","5,62",-,€/kg,"7,00","5,62",,,,
ROSSANO,feb,III, Olio Lampante Di Oliva franco azienda,€/kg,"7,00","5,62",-,€/kg,"7,00","5,62",,,,
ROSSANO,feb,IV, Olio Lampante Di Oliva franco azienda,€/kg,"7,00","5,62",-,€/kg,"7,00","5,62",,,,
ROSSANO,feb,V, Olio Lampante Di Oliva franco azienda,€/kg,"7,00","5,62",-,€/kg,"7,00","5,62",,,,
ROSSANO,mar,I, Olio Lampante Di Oliva franco azienda,€/kg,"6,95","5,62",-,€/kg,"6,95","5,62",,,,
ROSSANO,mar,II, Olio Lampante Di Oliva franco azienda,€/kg,"6,95","5,62",-,€/kg,"6,95","5,62",,,,
ROSSANO,mar,III, Olio Lampante Di Oliva franco azienda,€/kg,"6,85","5,62",-,€/kg,"6,85","5,62",,,,
ROSSANO,mar,IV, Olio Lampante Di Oliva franco azienda,€/kg,"6,55","5,62",-,€/kg,"6,55","5,62",,,,
ROSSANO,apr,I, Olio Lampante Di Oliva franco azienda,€/kg,"6,55","5,62",-,€/kg,"6,55","5,62",,,,
ROSSANO,apr,II, Olio Lampante Di Oliva franco azienda,€/kg,"6,25","5,62",-,€/kg,"6,25","5,62",,,,
ROSSANO,apr,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,95","5,62",-,€/kg,"5,95","5,62",,,,
ROSSANO,apr,IV, Olio Lampante Di Oliva franco azienda,€/kg,"5,60","5,62",-,€/kg,"5,60","5,62",,,,
ROSSANO,mag,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,60","5,62",-,€/kg,"5,60","5,62",,,,
ROSSANO,mag,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,60","5,62",-,€/kg,"5,60","5,62",,,,
ROSSANO,mag,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,60","5,62",-,€/kg,"5,60","5,62",,,,
ROSSANO,mag,IV, Olio Lampante Di Oliva franco azienda,€/kg,"5,60","5,62",-,€/kg,"5,60","5,62",,,,
ROSSANO,mag,V, Olio Lampante Di Oliva franco azienda,€/kg,"5,60","5,62",-,€/kg,"5,60","5,62",,,,
ROSSANO,giu,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,60","5,62",-,€/kg,"5,60","5,62",,,,
ROSSANO,giu,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,60","5,62",-,€/kg,"5,60","5,62",,,,
ROSSANO,giu,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,60","5,62",-,€/kg,"5,60","5,62",,,,
ROSSANO,giu,IV, Olio Lampante Di Oliva franco azienda,€/kg,"5,50","5,62",-,€/kg,"5,50","5,62",,,,
ROSSANO,lug,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,50","5,62",-,€/kg,"5,50","5,62",,,,
ROSSANO,lug,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,50","5,62",-,€/kg,"5,50","5,62",,,,
ROSSANO,lug,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,35","5,62",-,€/kg,"5,35","5,62",,,,
ROSSANO,lug,IV, Olio Lampante Di Oliva franco azienda,€/kg,"5,35","5,62",-,€/kg,"5,35","5,62",,,,
ROSSANO,ago,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,30","5,62",-,€/kg,"5,30","5,62",,,,
ROSSANO,ago,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,00","5,62",-,€/kg,"5,00","5,62",,,,
ROSSANO,ago,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,00","5,62",-,€/kg,"5,00","5,62",,,,
ROSSANO,ago,IV, Olio Lampante Di Oliva franco azienda,€/kg,"5,00","5,62",-,€/kg,"5,00","5,62",,,,
ROSSANO,ago,V, Olio Lampante Di Oliva franco azienda,€/kg,"5,00","5,62",-,€/kg,"5,00","5,62",,,,
ROSSANO,set,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,05","5,62",-,€/kg,"5,05","5,62",,,,
ROSSANO,set,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,10","5,62",-,€/kg,"5,10","5,62",,,,
ROSSANO,set,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,08","5,62",-,€/kg,"5,08","5,62",,,,
ROSSANO,set,IV, Olio Lampante Di Oliva franco azienda,€/kg,"5,10","5,62",-,€/kg,"5,10","5,62",,,,
ROSSANO,ott,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,10","5,62",-,€/kg,"5,10","5,62",,,,
ROSSANO,ott,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,10","5,62",-,€/kg,"5,10","5,62",,,,
ROSSANO,ott,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,10","5,62",-,€/kg,"5,10","5,62",,,,
ROSSANO,ott,IV, Olio Lampante Di Oliva franco azienda,€/kg,n.d.,"5,62",-,€/kg,n.d.,"5,62",,,,
ROSSANO,ott,V, Olio Lampante Di Oliva franco azienda,€/kg,n.d.,"5,62",-,€/kg,n.d.,"5,62",,,,
ROSSANO,nov,I, Olio Lampante Di Oliva franco azienda,€/kg,n.d.,"5,62",-,€/kg,n.d.,"5,62",,,,
ROSSANO,nov,II, Olio Lampante Di Oliva franco azienda,€/kg,n.d.,"5,62",-,€/kg,n.d.,"5,62",,,,
ROSSANO,nov,III, Olio Lampante Di Oliva franco azienda,€/kg,n.d.,"5,62",-,€/kg,n.d.,"5,62",,,,
ROSSANO,nov,IV, Olio Lampante Di Oliva franco azienda,€/kg,"3,65","5,62",-,€/kg,"3,65","5,62",,,,
ROSSANO,dic,I, Olio Lampante Di Oliva franco azienda,€/kg,"3,65","5,62",-,€/kg,"3,65","5,62",,,,
ROSSANO,dic,II, Olio Lampante Di Oliva franco azienda,€/kg,"3,65","5,62",-,€/kg,"3,65","5,62",,,,
ROSSANO,dic,III, Olio Lampante Di Oliva franco azienda,€/kg,"3,65","5,62",-,€/kg,"3,65","5,62",,,,
ROSSANO,dic,IV, Olio Lampante Di Oliva franco azienda,€/kg,"3,65","5,62",-,€/kg,"3,65","5,62",,,,
ROSSANO,gen,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,60","8,00",-,€/kg,"8,60","8,00",,,,
ROSSANO,gen,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,60","8,00",-,€/kg,"8,60","8,00",,,,
ROSSANO,gen,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,60","8,00",-,€/kg,"8,60","8,00",,,,
ROSSANO,gen,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,60","8,00",-,€/kg,"8,60","8,00",,,,
ROSSANO,feb,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,60","8,00",-,€/kg,"8,60","8,00",,,,
ROSSANO,feb,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,35","8,00",-,€/kg,"8,35","8,00",,,,
ROSSANO,feb,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,35","8,00",-,€/kg,"8,35","8,00",,,,
ROSSANO,feb,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,35","8,00",-,€/kg,"8,35","8,00",,,,
ROSSANO,feb,V, Olio Vergine Di Oliva franco azienda,€/kg,"8,35","8,00",-,€/kg,"8,35","8,00",,,,
ROSSANO,mar,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,35","8,00",-,€/kg,"8,35","8,00",,,,
ROSSANO,mar,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,35","8,00",-,€/kg,"8,35","8,00",,,,
ROSSANO,mar,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,35","8,00",-,€/kg,"8,35","8,00",,,,
ROSSANO,mar,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,35","8,00",-,€/kg,"8,35","8,00",,,,
ROSSANO,apr,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,35","8,00",-,€/kg,"8,35","8,00",,,,
ROSSANO,apr,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,35","8,00",-,€/kg,"8,35","8,00",,,,
ROSSANO,apr,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,00",-,€/kg,"8,05","8,00",,,,
ROSSANO,apr,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,00",-,€/kg,"8,05","8,00",,,,
ROSSANO,mag,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,00",-,€/kg,"8,05","8,00",,,,
ROSSANO,mag,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,00",-,€/kg,"8,05","8,00",,,,
ROSSANO,mag,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,00",-,€/kg,"8,05","8,00",,,,
ROSSANO,mag,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,00",-,€/kg,"8,05","8,00",,,,
ROSSANO,mag,V, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,00",-,€/kg,"8,05","8,00",,,,
ROSSANO,giu,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,00",-,€/kg,"8,05","8,00",,,,
ROSSANO,giu,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,00",-,€/kg,"8,05","8,00",,,,
ROSSANO,giu,III, Olio Vergine Di Oliva franco azienda,€/kg,"7,80","8,00",-,€/kg,"7,80","8,00",,,,
ROSSANO,giu,IV, Olio Vergine Di Oliva franco azienda,€/kg,"7,70","8,00",-,€/kg,"7,70","8,00",,,,
ROSSANO,lug,I, Olio Vergine Di Oliva franco azienda,€/kg,"7,70","8,00",-,€/kg,"7,70","8,00",,,,
ROSSANO,lug,II, Olio Vergine Di Oliva franco azienda,€/kg,"7,70","8,00",-,€/kg,"7,70","8,00",,,,
ROSSANO,lug,III, Olio Vergine Di Oliva franco azienda,€/kg,"7,70","8,00",-,€/kg,"7,70","8,00",,,,
ROSSANO,lug,IV, Olio Vergine Di Oliva franco azienda,€/kg,"7,70","8,00",-,€/kg,"7,70","8,00",,,,
ROSSANO,ago,I, Olio Vergine Di Oliva franco azienda,€/kg,"7,70","8,00",-,€/kg,"7,70","8,00",,,,
ROSSANO,ago,II, Olio Vergine Di Oliva franco azienda,€/kg,"7,50","8,00",-,€/kg,"7,50","8,00",,,,
ROSSANO,ago,III, Olio Vergine Di Oliva franco azienda,€/kg,"7,50","8,00",-,€/kg,"7,50","8,00",,,,
ROSSANO,ago,IV, Olio Vergine Di Oliva franco azienda,€/kg,"7,50","8,00",-,€/kg,"7,50","8,00",,,,
ROSSANO,ago,V, Olio Vergine Di Oliva franco azienda,€/kg,"7,50","8,00",-,€/kg,"7,50","8,00",,,,
ROSSANO,set,I, Olio Vergine Di Oliva franco azienda,€/kg,"7,50","8,00",-,€/kg,"7,50","8,00",,,,
ROSSANO,set,II, Olio Vergine Di Oliva franco azienda,€/kg,"7,50","8,00",-,€/kg,"7,50","8,00",,,,
ROSSANO,set,III, Olio Vergine Di Oliva franco azienda,€/kg,"7,50","8,00",-,€/kg,"7,50","8,00",,,,
ROSSANO,set,IV, Olio Vergine Di Oliva franco azienda,€/kg,"7,50","8,00",-,€/kg,"7,50","8,00",,,,
ROSSANO,ott,I, Olio Vergine Di Oliva franco azienda,€/kg,"7,50","8,00",-,€/kg,"7,50","8,00",,,,
ROSSANO,ott,II, Olio Vergine Di Oliva franco azienda,€/kg,"7,50","8,00",-,€/kg,"7,50","8,00",,,,
ROSSANO,ott,III, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,00",-,€/kg,n.d.,"8,00",,,,
ROSSANO,ott,IV, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,00",-,€/kg,n.d.,"8,00",,,,
ROSSANO,ott,V, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,00",-,€/kg,n.d.,"8,00",,,,
ROSSANO,nov,I, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,00",-,€/kg,n.d.,"8,00",,,,
ROSSANO,nov,II, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,00",-,€/kg,n.d.,"8,00",,,,
ROSSANO,nov,III, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,00",-,€/kg,n.d.,"8,00",,,,
ROSSANO,nov,IV, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,00",-,€/kg,n.d.,"8,00",,,,
ROSSANO,dic,I, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,00",-,€/kg,n.d.,"8,00",,,,
ROSSANO,dic,II, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,00",-,€/kg,n.d.,"8,00",,,,
ROSSANO,dic,III, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,00",-,€/kg,n.d.,"8,00",,,,
ROSSANO,dic,IV, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,00",-,€/kg,n.d.,"8,00",,,,
SICILIA,gen,I, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,gen,II, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,gen,III, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,gen,IV, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,feb,I, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,feb,II, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,feb,III, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,feb,IV, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,feb,V, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,mar,I, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,mar,II, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,mar,III, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,mar,IV, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,apr,I, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,apr,II, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,apr,III, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,apr,IV, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,mag,I, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,mag,II, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,mag,III, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,mag,IV, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,mag,V, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,giu,I, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,giu,II, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,giu,III, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,giu,IV, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,lug,I, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,lug,II, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,lug,III, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,lug,IV, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,ago,I, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,ago,II, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,ago,III, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,ago,IV, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,ago,V, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,set,I, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,set,II, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,set,III, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,set,IV, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,ott,I, Olio Igp franco azienda,€/kg,"9,28","9,39",Sicilia,€/kg,"9,28","9,39",,,,
SICILIA,ott,II, Olio Igp franco azienda,€/kg,"9,35","9,39",Sicilia,€/kg,"9,35","9,39",,,,
SICILIA,ott,III, Olio Igp franco azienda,€/kg,"9,35","9,39",Sicilia,€/kg,"9,35","9,39",,,,
SICILIA,ott,IV, Olio Igp franco azienda,€/kg,"9,55","9,39",Sicilia,€/kg,"9,55","9,39",,,,
SICILIA,ott,V, Olio Igp franco azienda,€/kg,"9,90","9,39",Sicilia,€/kg,"9,90","9,39",,,,
SICILIA,nov,I, Olio Igp franco azienda,€/kg,"9,90","9,39",Sicilia,€/kg,"9,90","9,39",,,,
SICILIA,nov,II, Olio Igp franco azienda,€/kg,"9,90","9,39",Sicilia,€/kg,"9,90","9,39",,,,
SICILIA,nov,III, Olio Igp franco azienda,€/kg,"9,90","9,39",Sicilia,€/kg,"9,90","9,39",,,,
SICILIA,nov,IV, Olio Igp franco azienda,€/kg,"9,90","9,39",Sicilia,€/kg,"9,90","9,39",,,,
SICILIA,dic,I, Olio Igp franco azienda,€/kg,"9,90","9,39",Sicilia,€/kg,"9,90","9,39",,,,
SICILIA,dic,II, Olio Igp franco azienda,€/kg,"9,90","9,39",Sicilia,€/kg,"9,90","9,39",,,,
SICILIA,dic,III, Olio Igp franco azienda,€/kg,"9,90","9,39",Sicilia,€/kg,"9,90","9,39",,,,
SICILIA,dic,IV, Olio Igp franco azienda,€/kg,"9,90","9,39",Sicilia,€/kg,"9,90","9,39",,,,
SIENA,gen,I, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,gen,II, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,gen,III, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,gen,IV, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,feb,I, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,feb,II, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,feb,III, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,feb,IV, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,feb,V, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,mar,I, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,mar,II, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,mar,III, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,mar,IV, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,apr,I, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,apr,II, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,apr,III, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,apr,IV, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,mag,I, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,mag,II, Olio Igp franco azienda,€/kg,"11,00","11,27",Igp Toscano,€/kg,"11,00","11,27",,,,
SIENA,mag,III, Olio Igp franco azienda,€/kg,"11,20","11,27",Igp Toscano,€/kg,"11,20","11,27",,,,
SIENA,mag,IV, Olio Igp franco azienda,€/kg,"11,20","11,27",Igp Toscano,€/kg,"11,20","11,27",,,,
SIENA,mag,V, Olio Igp franco azienda,€/kg,"11,20","11,27",Igp Toscano,€/kg,"11,20","11,27",,,,
SIENA,giu,I, Olio Igp franco azienda,€/kg,"11,20","11,27",Igp Toscano,€/kg,"11,20","11,27",,,,
SIENA,giu,II, Olio Igp franco azienda,€/kg,"11,20","11,27",Igp Toscano,€/kg,"11,20","11,27",,,,
SIENA,giu,III, Olio Igp franco azienda,€/kg,"11,20","11,27",Igp Toscano,€/kg,"11,20","11,27",,,,
SIENA,giu,IV, Olio Igp franco azienda,€/kg,"11,20","11,27",Igp Toscano,€/kg,"11,20","11,27",,,,
SIENA,lug,I, Olio Igp franco azienda,€/kg,"11,20","11,27",Igp Toscano,€/kg,"11,20","11,27",,,,
SIENA,lug,II, Olio Igp franco azienda,€/kg,"11,20","11,27",Igp Toscano,€/kg,"11,20","11,27",,,,
SIENA,lug,III, Olio Igp franco azienda,€/kg,"11,20","11,27",Igp Toscano,€/kg,"11,20","11,27",,,,
SIENA,lug,IV, Olio Igp franco azienda,€/kg,"11,20","11,27",Igp Toscano,€/kg,"11,20","11,27",,,,
SIENA,ago,I, Olio Igp franco azienda,€/kg,"11,20","11,27",Igp Toscano,€/kg,"11,20","11,27",,,,
SIENA,ago,II, Olio Igp franco azienda,€/kg,"11,20","11,27",Igp Toscano,€/kg,"11,20","11,27",,,,
