SottoTitolo2,SottoTitolo3
Periodo riferimento: 2024,Macro categoria: coltivazioni - Categoria: olii e grassi vegetali - Gruppo: olii di oliva di pressione - Prodotto: tutti

Prodotto,UdMKey,Mese,SettimanaPerMese,PrezzoMedioPerUdM13,Textbox291,Piazza__Comune,UdMKey6,PrezzoMedioPerUdM14,Textbox293,Varieta,UdMKey7,PrezzoMedioPerUdM15,Textbox292,Varieta1,UdMKey8,PrezzoMedioPerUdM16,Textbox294,Varieta2,UdMKey9,PrezzoMedioPerUdM17,Textbox295
Olio Lampante Di Oliva,€/kg,giu,IV,"5,67","5,66",ROSSANO,€/kg,"5,50","5,62",-,€/kg,"5,50","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,lug,I,"5,67","5,66",ROSSANO,€/kg,"5,50","5,62",-,€/kg,"5,50","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,lug,II,"5,59","5,66",ROSSANO,€/kg,"5,50","5,62",-,€/kg,"5,50","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,lug,III,"5,35","5,66",ROSSANO,€/kg,"5,35","5,62",-,€/kg,"5,35","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,lug,IV,"5,35","5,66",ROSSANO,€/kg,"5,35","5,62",-,€/kg,"5,35","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,I,"5,35","5,66",ROSSANO,€/kg,"5,30","5,62",-,€/kg,"5,30","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,II,"5,28","5,66",ROSSANO,€/kg,"5,00","5,62",-,€/kg,"5,00","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,III,"5,28","5,66",ROSSANO,€/kg,"5,00","5,62",-,€/kg,"5,00","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,IV,"5,28","5,66",ROSSANO,€/kg,"5,00","5,62",-,€/kg,"5,00","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,V,"5,19","5,66",ROSSANO,€/kg,"5,00","5,62",-,€/kg,"5,00","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,set,I,"5,12","5,66",ROSSANO,€/kg,"5,05","5,62",-,€/kg,"5,05","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,set,II,"5,12","5,66",ROSSANO,€/kg,"5,10","5,62",-,€/kg,"5,10","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,set,III,"5,12","5,66",ROSSANO,€/kg,"5,08","5,62",-,€/kg,"5,08","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,set,IV,"5,12","5,66",ROSSANO,€/kg,"5,10","5,62",-,€/kg,"5,10","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,ott,I,"5,12","5,66",ROSSANO,€/kg,"5,10","5,62",-,€/kg,"5,10","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,ott,II,"5,12","5,66",ROSSANO,€/kg,"5,10","5,62",-,€/kg,"5,10","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,ott,III,"5,12","5,66",ROSSANO,€/kg,"5,10","5,62",-,€/kg,"5,10","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,ott,IV,"5,10","5,66",ROSSANO,€/kg,n.d.,"5,62",-,€/kg,n.d.,"5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,ott,V,"4,92","5,66",ROSSANO,€/kg,n.d.,"5,62",-,€/kg,n.d.,"5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,nov,I,"5,20","5,66",ROSSANO,€/kg,n.d.,"5,62",-,€/kg,n.d.,"5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,nov,II,"4,00","5,66",ROSSANO,€/kg,n.d.,"5,62",-,€/kg,n.d.,"5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,nov,III,"3,84","5,66",ROSSANO,€/kg,n.d.,"5,62",-,€/kg,n.d.,"5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,nov,IV,"3,79","5,66",ROSSANO,€/kg,"3,65","5,62",-,€/kg,"3,65","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,dic,I,"3,81","5,66",ROSSANO,€/kg,"3,65","5,62",-,€/kg,"3,65","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,dic,II,"3,37","5,66",ROSSANO,€/kg,"3,65","5,62",-,€/kg,"3,65","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,dic,III,"3,37","5,66",ROSSANO,€/kg,"3,65","5,62",-,€/kg,"3,65","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,dic,IV,"3,32","5,66",ROSSANO,€/kg,"3,65","5,62",-,€/kg,"3,65","5,62",,,,,,,,
Olio Lampante Di Oliva,€/kg,gen,I,"6,75","5,66",GIOIA TAURO,€/kg,"6,60","5,49",-,€/kg,"6,60","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,gen,II,"7,03","5,66",GIOIA TAURO,€/kg,"6,90","5,49",-,€/kg,"6,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,gen,III,"7,10","5,66",GIOIA TAURO,€/kg,"7,00","5,49",-,€/kg,"7,00","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,gen,IV,"7,05","5,66",GIOIA TAURO,€/kg,"7,00","5,49",-,€/kg,"7,00","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,feb,I,"7,03","5,66",GIOIA TAURO,€/kg,"6,90","5,49",-,€/kg,"6,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,feb,II,"7,00","5,66",GIOIA TAURO,€/kg,"6,90","5,49",-,€/kg,"6,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,feb,III,"7,00","5,66",GIOIA TAURO,€/kg,"6,90","5,49",-,€/kg,"6,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,feb,IV,"7,00","5,66",GIOIA TAURO,€/kg,"6,90","5,49",-,€/kg,"6,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,feb,V,"7,00","5,66",GIOIA TAURO,€/kg,"6,90","5,49",-,€/kg,"6,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,mar,I,"6,99","5,66",GIOIA TAURO,€/kg,"6,90","5,49",-,€/kg,"6,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,mar,II,"6,99","5,66",GIOIA TAURO,€/kg,"6,90","5,49",-,€/kg,"6,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,mar,III,"6,76","5,66",GIOIA TAURO,€/kg,"6,70","5,49",-,€/kg,"6,70","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,mar,IV,"6,69","5,66",GIOIA TAURO,€/kg,"6,70","5,49",-,€/kg,"6,70","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,apr,I,"6,52","5,66",GIOIA TAURO,€/kg,"6,40","5,49",-,€/kg,"6,40","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,apr,II,"6,42","5,66",GIOIA TAURO,€/kg,"6,30","5,49",-,€/kg,"6,30","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,apr,III,"5,97","5,66",GIOIA TAURO,€/kg,"5,40","5,49",-,€/kg,"5,40","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,apr,IV,"5,83","5,66",GIOIA TAURO,€/kg,"5,40","5,49",-,€/kg,"5,40","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,mag,I,"5,84","5,66",GIOIA TAURO,€/kg,"5,60","5,49",-,€/kg,"5,60","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,mag,II,"5,84","5,66",GIOIA TAURO,€/kg,"5,60","5,49",-,€/kg,"5,60","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,mag,III,"5,87","5,66",GIOIA TAURO,€/kg,"5,70","5,49",-,€/kg,"5,70","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,mag,IV,"5,87","5,66",GIOIA TAURO,€/kg,"5,70","5,49",-,€/kg,"5,70","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,mag,V,"5,90","5,66",GIOIA TAURO,€/kg,"5,80","5,49",-,€/kg,"5,80","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,giu,I,"5,73","5,66",GIOIA TAURO,€/kg,"5,80","5,49",-,€/kg,"5,80","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,giu,II,"5,73","5,66",GIOIA TAURO,€/kg,"5,80","5,49",-,€/kg,"5,80","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,giu,III,"5,73","5,66",GIOIA TAURO,€/kg,"5,80","5,49",-,€/kg,"5,80","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,giu,IV,"5,67","5,66",GIOIA TAURO,€/kg,"5,70","5,49",-,€/kg,"5,70","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,lug,I,"5,67","5,66",GIOIA TAURO,€/kg,"5,70","5,49",-,€/kg,"5,70","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,lug,II,"5,59","5,66",GIOIA TAURO,€/kg,"5,40","5,49",-,€/kg,"5,40","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,lug,III,"5,35","5,66",GIOIA TAURO,€/kg,"5,20","5,49",-,€/kg,"5,20","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,lug,IV,"5,35","5,66",GIOIA TAURO,€/kg,"5,20","5,49",-,€/kg,"5,20","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,I,"5,35","5,66",GIOIA TAURO,€/kg,"5,20","5,49",-,€/kg,"5,20","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,II,"5,28","5,66",GIOIA TAURO,€/kg,"5,20","5,49",-,€/kg,"5,20","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,III,"5,28","5,66",GIOIA TAURO,€/kg,"5,20","5,49",-,€/kg,"5,20","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,IV,"5,28","5,66",GIOIA TAURO,€/kg,"5,20","5,49",-,€/kg,"5,20","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,V,"5,19","5,66",GIOIA TAURO,€/kg,"4,90","5,49",-,€/kg,"4,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,set,I,"5,12","5,66",GIOIA TAURO,€/kg,"4,90","5,49",-,€/kg,"4,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,set,II,"5,12","5,66",GIOIA TAURO,€/kg,"4,90","5,49",-,€/kg,"4,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,set,III,"5,12","5,66",GIOIA TAURO,€/kg,"4,90","5,49",-,€/kg,"4,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,set,IV,"5,12","5,66",GIOIA TAURO,€/kg,"4,90","5,49",-,€/kg,"4,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,ott,I,"5,12","5,66",GIOIA TAURO,€/kg,"4,90","5,49",-,€/kg,"4,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,ott,II,"5,12","5,66",GIOIA TAURO,€/kg,"4,90","5,49",-,€/kg,"4,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,ott,III,"5,12","5,66",GIOIA TAURO,€/kg,"4,90","5,49",-,€/kg,"4,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,ott,IV,"5,10","5,66",GIOIA TAURO,€/kg,"4,80","5,49",-,€/kg,"4,80","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,ott,V,"4,92","5,66",GIOIA TAURO,€/kg,"4,50","5,49",-,€/kg,"4,50","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,nov,I,"5,20","5,66",GIOIA TAURO,€/kg,n.d.,"5,49",-,€/kg,n.d.,"5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,nov,II,"4,00","5,66",GIOIA TAURO,€/kg,n.d.,"5,49",-,€/kg,n.d.,"5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,nov,III,"3,84","5,66",GIOIA TAURO,€/kg,"3,60","5,49",-,€/kg,"3,60","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,nov,IV,"3,79","5,66",GIOIA TAURO,€/kg,"3,60","5,49",-,€/kg,"3,60","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,dic,I,"3,81","5,66",GIOIA TAURO,€/kg,"3,70","5,49",-,€/kg,"3,70","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,dic,II,"3,37","5,66",GIOIA TAURO,€/kg,"2,90","5,49",-,€/kg,"2,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,dic,III,"3,37","5,66",GIOIA TAURO,€/kg,"2,90","5,49",-,€/kg,"2,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,dic,IV,"3,32","5,66",GIOIA TAURO,€/kg,"2,90","5,49",-,€/kg,"2,90","5,49",,,,,,,,
Olio Lampante Di Oliva,€/kg,gen,I,"6,75","5,66",VIBO VALENTIA,€/kg,"6,25","5,80",-,€/kg,"6,25","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,gen,II,"7,03","5,66",VIBO VALENTIA,€/kg,"6,65","5,80",-,€/kg,"6,65","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,gen,III,"7,10","5,66",VIBO VALENTIA,€/kg,"6,85","5,80",-,€/kg,"6,85","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,gen,IV,"7,05","5,66",VIBO VALENTIA,€/kg,"7,00","5,80",-,€/kg,"7,00","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,feb,I,"7,03","5,66",VIBO VALENTIA,€/kg,"7,00","5,80",-,€/kg,"7,00","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,feb,II,"7,00","5,66",VIBO VALENTIA,€/kg,"7,00","5,80",-,€/kg,"7,00","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,feb,III,"7,00","5,66",VIBO VALENTIA,€/kg,"7,00","5,80",-,€/kg,"7,00","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,feb,IV,"7,00","5,66",VIBO VALENTIA,€/kg,"7,00","5,80",-,€/kg,"7,00","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,feb,V,"7,00","5,66",VIBO VALENTIA,€/kg,"7,00","5,80",-,€/kg,"7,00","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mar,I,"6,99","5,66",VIBO VALENTIA,€/kg,"7,00","5,80",-,€/kg,"7,00","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mar,II,"6,99","5,66",VIBO VALENTIA,€/kg,"7,00","5,80",-,€/kg,"7,00","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mar,III,"6,76","5,66",VIBO VALENTIA,€/kg,"7,00","5,80",-,€/kg,"7,00","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mar,IV,"6,69","5,66",VIBO VALENTIA,€/kg,"7,00","5,80",-,€/kg,"7,00","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,apr,I,"6,52","5,66",VIBO VALENTIA,€/kg,"6,90","5,80",-,€/kg,"6,90","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,apr,II,"6,42","5,66",VIBO VALENTIA,€/kg,"6,40","5,80",-,€/kg,"6,40","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,apr,III,"5,97","5,66",VIBO VALENTIA,€/kg,"6,10","5,80",-,€/kg,"6,10","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,apr,IV,"5,83","5,66",VIBO VALENTIA,€/kg,"6,10","5,80",-,€/kg,"6,10","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mag,I,"5,84","5,66",VIBO VALENTIA,€/kg,"6,10","5,80",-,€/kg,"6,10","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mag,II,"5,84","5,66",VIBO VALENTIA,€/kg,"6,10","5,80",-,€/kg,"6,10","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mag,III,"5,87","5,66",VIBO VALENTIA,€/kg,"6,10","5,80",-,€/kg,"6,10","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mag,IV,"5,87","5,66",VIBO VALENTIA,€/kg,"6,10","5,80",-,€/kg,"6,10","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mag,V,"5,90","5,66",VIBO VALENTIA,€/kg,"6,10","5,80",-,€/kg,"6,10","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,giu,I,"5,73","5,66",VIBO VALENTIA,€/kg,"6,10","5,80",-,€/kg,"6,10","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,giu,II,"5,73","5,66",VIBO VALENTIA,€/kg,"6,10","5,80",-,€/kg,"6,10","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,giu,III,"5,73","5,66",VIBO VALENTIA,€/kg,"5,75","5,80",-,€/kg,"5,75","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,giu,IV,"5,67","5,66",VIBO VALENTIA,€/kg,"5,65","5,80",-,€/kg,"5,65","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,lug,I,"5,67","5,66",VIBO VALENTIA,€/kg,"5,65","5,80",-,€/kg,"5,65","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,lug,II,"5,59","5,66",VIBO VALENTIA,€/kg,"5,65","5,80",-,€/kg,"5,65","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,lug,III,"5,35","5,66",VIBO VALENTIA,€/kg,"5,65","5,80",-,€/kg,"5,65","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,lug,IV,"5,35","5,66",VIBO VALENTIA,€/kg,"5,65","5,80",-,€/kg,"5,65","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,I,"5,35","5,66",VIBO VALENTIA,€/kg,"5,65","5,80",-,€/kg,"5,65","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,II,"5,28","5,66",VIBO VALENTIA,€/kg,"5,15","5,80",-,€/kg,"5,15","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,III,"5,28","5,66",VIBO VALENTIA,€/kg,"5,15","5,80",-,€/kg,"5,15","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,IV,"5,28","5,66",VIBO VALENTIA,€/kg,"5,15","5,80",-,€/kg,"5,15","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,V,"5,19","5,66",VIBO VALENTIA,€/kg,"5,15","5,80",-,€/kg,"5,15","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,set,I,"5,12","5,66",VIBO VALENTIA,€/kg,"5,15","5,80",-,€/kg,"5,15","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,set,II,"5,12","5,66",VIBO VALENTIA,€/kg,"5,15","5,80",-,€/kg,"5,15","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,set,III,"5,12","5,66",VIBO VALENTIA,€/kg,"5,15","5,80",-,€/kg,"5,15","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,set,IV,"5,12","5,66",VIBO VALENTIA,€/kg,"5,15","5,80",-,€/kg,"5,15","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,ott,I,"5,12","5,66",VIBO VALENTIA,€/kg,"5,15","5,80",-,€/kg,"5,15","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,ott,II,"5,12","5,66",VIBO VALENTIA,€/kg,"5,15","5,80",-,€/kg,"5,15","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,ott,III,"5,12","5,66",VIBO VALENTIA,€/kg,"5,15","5,80",-,€/kg,"5,15","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,ott,IV,"5,10","5,66",VIBO VALENTIA,€/kg,n.d.,"5,80",-,€/kg,n.d.,"5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,ott,V,"4,92","5,66",VIBO VALENTIA,€/kg,n.d.,"5,80",-,€/kg,n.d.,"5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,nov,I,"5,20","5,66",VIBO VALENTIA,€/kg,n.d.,"5,80",-,€/kg,n.d.,"5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,nov,II,"4,00","5,66",VIBO VALENTIA,€/kg,n.d.,"5,80",-,€/kg,n.d.,"5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,nov,III,"3,84","5,66",VIBO VALENTIA,€/kg,n.d.,"5,80",-,€/kg,n.d.,"5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,nov,IV,"3,79","5,66",VIBO VALENTIA,€/kg,"3,65","5,80",-,€/kg,"3,65","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,dic,I,"3,81","5,66",VIBO VALENTIA,€/kg,"3,65","5,80",-,€/kg,"3,65","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,dic,II,"3,37","5,66",VIBO VALENTIA,€/kg,"3,65","5,80",-,€/kg,"3,65","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,dic,III,"3,37","5,66",VIBO VALENTIA,€/kg,"3,65","5,80",-,€/kg,"3,65","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,dic,IV,"3,32","5,66",VIBO VALENTIA,€/kg,"3,65","5,80",-,€/kg,"3,65","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,gen,I,"6,75","5,66",BRINDISI,€/kg,"7,22","5,80",-,€/kg,"7,22","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,gen,II,"7,03","5,66",BRINDISI,€/kg,"7,40","5,80",-,€/kg,"7,40","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,gen,III,"7,10","5,66",BRINDISI,€/kg,"7,40","5,80",-,€/kg,"7,40","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,gen,IV,"7,05","5,66",BRINDISI,€/kg,"7,20","5,80",-,€/kg,"7,20","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,feb,I,"7,03","5,66",BRINDISI,€/kg,"7,20","5,80",-,€/kg,"7,20","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,feb,II,"7,00","5,66",BRINDISI,€/kg,"7,10","5,80",-,€/kg,"7,10","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,feb,III,"7,00","5,66",BRINDISI,€/kg,"7,10","5,80",-,€/kg,"7,10","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,feb,IV,"7,00","5,66",BRINDISI,€/kg,"7,10","5,80",-,€/kg,"7,10","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,feb,V,"7,00","5,66",BRINDISI,€/kg,"7,10","5,80",-,€/kg,"7,10","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mar,I,"6,99","5,66",BRINDISI,€/kg,"7,10","5,80",-,€/kg,"7,10","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mar,II,"6,99","5,66",BRINDISI,€/kg,"7,10","5,80",-,€/kg,"7,10","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mar,III,"6,76","5,66",BRINDISI,€/kg,"6,80","5,80",-,€/kg,"6,80","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mar,IV,"6,69","5,66",BRINDISI,€/kg,"6,80","5,80",-,€/kg,"6,80","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,apr,I,"6,52","5,66",BRINDISI,€/kg,"6,60","5,80",-,€/kg,"6,60","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,apr,II,"6,42","5,66",BRINDISI,€/kg,"6,70","5,80",-,€/kg,"6,70","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,apr,III,"5,97","5,66",BRINDISI,€/kg,"6,40","5,80",-,€/kg,"6,40","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,apr,IV,"5,83","5,66",BRINDISI,€/kg,"6,30","5,80",-,€/kg,"6,30","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mag,I,"5,84","5,66",BRINDISI,€/kg,"6,20","5,80",-,€/kg,"6,20","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mag,II,"5,84","5,66",BRINDISI,€/kg,"6,20","5,80",-,€/kg,"6,20","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mag,III,"5,87","5,66",BRINDISI,€/kg,"6,20","5,80",-,€/kg,"6,20","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mag,IV,"5,87","5,66",BRINDISI,€/kg,"6,20","5,80",-,€/kg,"6,20","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,mag,V,"5,90","5,66",BRINDISI,€/kg,"6,20","5,80",-,€/kg,"6,20","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,giu,I,"5,73","5,66",BRINDISI,€/kg,"5,80","5,80",-,€/kg,"5,80","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,giu,II,"5,73","5,66",BRINDISI,€/kg,"5,80","5,80",-,€/kg,"5,80","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,giu,III,"5,73","5,66",BRINDISI,€/kg,"5,80","5,80",-,€/kg,"5,80","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,giu,IV,"5,67","5,66",BRINDISI,€/kg,"5,80","5,80",-,€/kg,"5,80","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,lug,I,"5,67","5,66",BRINDISI,€/kg,"5,80","5,80",-,€/kg,"5,80","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,lug,II,"5,59","5,66",BRINDISI,€/kg,"5,80","5,80",-,€/kg,"5,80","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,lug,III,"5,35","5,66",BRINDISI,€/kg,"5,50","5,80",-,€/kg,"5,50","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,lug,IV,"5,35","5,66",BRINDISI,€/kg,"5,50","5,80",-,€/kg,"5,50","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,I,"5,35","5,66",BRINDISI,€/kg,"5,50","5,80",-,€/kg,"5,50","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,II,"5,28","5,66",BRINDISI,€/kg,"5,50","5,80",-,€/kg,"5,50","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,III,"5,28","5,66",BRINDISI,€/kg,"5,50","5,80",-,€/kg,"5,50","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,IV,"5,28","5,66",BRINDISI,€/kg,"5,50","5,80",-,€/kg,"5,50","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,ago,V,"5,19","5,66",BRINDISI,€/kg,"5,50","5,80",-,€/kg,"5,50","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,set,I,"5,12","5,66",BRINDISI,€/kg,"5,30","5,80",-,€/kg,"5,30","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,set,II,"5,12","5,66",BRINDISI,€/kg,"5,30","5,80",-,€/kg,"5,30","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,set,III,"5,12","5,66",BRINDISI,€/kg,"5,30","5,80",-,€/kg,"5,30","5,80",,,,,,,,
Olio Lampante Di Oliva,€/kg,set,IV,"5,12","5,66",BRINDISI,€/kg,"5,30","5,80",-,€/kg,"5,30","5,80",,,,,,,,
